dist_km,ele,grade_pct,asym_power,asym_speed,gordon_power,gordon_speed
18.198,508.8,9.7,309.8,10.7,281.0,9.7
18.209,510.0,10.9,312.4,10.9,281.0,9.9
18.219,511.2,11.6,314.8,10.3,281.0,9.2
18.232,512.4,9.0,306.6,11.0,281.0,10.0
18.246,513.6,8.6,304.4,12.1,281.0,11.3
18.448,527.4,6.8,293.7,13.6,281.0,12.9
18.461,528.4,7.8,296.7,14.4,281.0,13.8
18.491,530.6,7.3,296.5,14.1,281.0,13.4
18.503,531.4,6.8,294.7,14.3,281.0,13.7
18.526,533.2,7.7,297.6,14.1,281.0,13.5
18.543,534.6,8.4,301.6,13.4,281.0,12.6
18.564,536.2,7.5,298.7,13.4,281.0,12.6
18.575,537.2,9.1,303.0,13.2,281.0,12.4
18.588,538.4,9.8,307.5,12.2,281.0,11.2
18.600,539.6,9.9,308.9,11.5,281.0,10.5
18.613,540.8,9.3,307.2,11.6,281.0,10.6
18.623,541.8,9.8,308.4,11.6,281.0,10.6
18.633,542.8,10.0,309.3,11.4,281.0,10.4
18.643,543.8,9.5,308.1,11.4,281.0,10.4
18.654,544.8,9.6,308.0,11.6,281.0,10.6
18.665,546.0,10.5,310.8,11.3,281.0,10.2
18.677,547.2,9.8,309.1,11.1,281.0,10.1
18.689,547.4,1.7,283.6,14.1,281.0,13.5
18.702,549.2,14.3,315.7,13.4,281.0,12.6
18.714,551.2,16.5,329.9,8.3,281.0,6.9
18.726,552.6,11.8,314.0,8.5,281.0,7.5
18.741,554.4,12.1,316.9,9.9,281.0,9.0
18.753,555.8,11.5,315.0,9.8,281.0,8.7
18.766,557.0,9.4,308.3,10.7,281.0,9.8
18.779,558.2,9.4,307.3,11.6,281.0,10.7
18.791,559.2,7.8,301.8,12.3,281.0,11.5
18.803,560.0,7.1,298.2,13.3,281.0,12.6
18.814,560.8,6.8,295.6,14.0,281.0,13.4
18.827,561.8,8.3,299.4,13.9,281.0,13.2
18.839,562.6,6.5,295.1,13.9,281.0,13.2
18.955,569.0,5.5,284.9,15.7,281.0,15.3
18.966,570.0,9.2,294.7,15.7,281.0,15.5
18.976,571.0,10.0,303.5,13.5,281.0,13.0
18.989,572.2,9.5,306.5,12.2,281.0,11.4
18.999,573.4,11.6,313.8,11.1,281.0,10.0
19.010,574.6,11.2,313.9,10.3,281.0,9.1
19.026,576.0,8.6,304.5,11.3,281.0,10.4
19.036,577.0,9.5,306.5,12.1,281.0,11.3
19.047,578.0,9.6,307.6,11.8,281.0,10.8
19.058,579.2,11.0,312.3,11.1,281.0,10.1
19.068,580.2,9.4,308.5,11.0,281.0,10.0
19.079,581.4,11.1,312.8,11.0,281.0,9.9
19.091,581.8,3.4,290.1,13.0,281.0,12.2
19.106,582.0,1.3,272.0,17.6,277.3,17.3
19.119,584.2,16.7,318.7,14.4,281.0,13.6
19.130,585.2,9.5,309.5,10.2,281.0,9.1
19.145,585.8,3.8,286.6,13.8,281.0,13.2
19.159,586.0,1.5,272.2,17.9,277.4,17.7
19.174,586.2,1.3,262.2,20.6,250.7,20.5
19.212,586.0,-0.5,241.9,24.6,211.2,24.0
19.236,585.6,-1.7,224.8,28.9,187.9,28.0
19.262,584.0,-6.1,0.0,32.5,0.0,31.5
19.280,583.0,-5.4,0.0,35.5,0.0,34.7
19.322,581.0,-4.8,118.4,38.6,138.3,38.1
19.346,579.6,-5.8,0.0,41.7,0.0,41.4
19.372,576.4,-12.4,0.0,45.8,0.0,45.5
19.396,574.0,-9.8,0.0,50.3,0.0,50.1
19.431,573.0,-2.9,22.5,50.9,106.4,51.0
19.447,571.2,-11.1,0.0,51.1,0.0,51.4
19.464,569.6,-9.3,0.0,52.6,0.0,52.7
19.482,567.8,-9.9,0.0,53.4,0.0,53.5
19.535,563.2,-8.7,0.0,54.0,0.0,54.0
19.587,559.4,-7.3,0.0,53.8,0.0,53.8
19.629,555.6,-9.0,0.0,53.7,0.0,53.8
19.655,553.8,-7.1,0.0,53.8,0.0,53.8
19.696,551.6,-5.4,0.0,52.8,0.0,52.8
19.771,546.0,-7.4,0.0,52.5,0.0,52.5
19.886,537.0,-7.9,0.0,53.2,0.0,53.2
19.949,534.2,-4.4,22.5,52.4,103.4,52.6
19.967,533.0,-6.4,0.0,51.1,0.0,51.1
19.987,531.6,-7.2,0.0,49.4,0.0,49.4
20.018,528.2,-11.0,0.0,51.7,0.0,51.7
20.053,524.0,-11.7,0.0,54.3,0.0,54.3
20.081,520.6,-12.3,0.0,55.8,0.0,55.8
20.110,516.6,-13.7,0.0,56.7,0.0,56.7
20.176,509.2,-11.3,0.0,56.9,0.0,56.9
20.226,504.6,-9.2,0.0,55.9,0.0,55.9
20.258,503.6,-3.1,22.5,53.8,101.6,53.9
20.289,503.2,-1.3,22.5,51.0,106.3,51.4
20.347,503.6,0.7,54.2,46.4,116.7,47.3
20.438,505.4,2.0,147.6,38.3,142.6,39.3
20.482,508.0,5.9,235.5,29.1,197.1,29.4
20.502,509.0,4.9,256.5,23.6,239.0,23.3
20.532,510.0,3.4,259.9,22.3,248.6,21.8
20.551,510.6,3.2,259.7,22.2,248.7,21.6
20.569,511.2,3.2,259.6,22.3,248.5,21.7
20.597,512.2,3.6,260.9,22.1,251.9,21.5
20.635,512.8,1.6,252.2,23.2,232.7,22.5
20.672,513.4,1.6,245.5,25.1,220.9,24.1
20.741,513.0,-0.6,223.9,28.5,191.2,27.2
20.805,512.6,-0.6,195.0,32.3,172.8,30.8
20.838,512.2,-1.2,177.7,33.9,163.9,32.5
20.861,511.6,-2.6,161.0,35.3,156.1,34.1
20.896,511.2,-1.1,154.3,36.2,152.6,35.2
20.919,511.0,-0.8,154.0,36.3,152.0,35.5
20.955,510.8,-0.6,157.3,36.1,152.8,35.4
20.978,510.6,-0.9,158.0,36.0,152.9,35.3
21.001,510.4,-0.9,157.7,36.0,152.5,35.3
21.023,510.6,0.9,168.0,35.4,156.7,34.7
21.081,510.2,-0.7,168.7,34.9,157.1,34.3
21.106,509.6,-2.4,155.5,35.8,151.7,35.2
21.132,509.0,-2.3,143.0,37.0,146.6,36.5
21.158,507.8,-4.5,119.0,38.8,137.9,38.4
21.213,505.8,-3.6,94.4,41.1,129.2,41.2
21.241,505.6,-0.7,98.0,41.6,129.1,42.0
21.267,505.4,-0.8,110.6,40.4,132.3,41.0
21.292,505.6,0.8,130.1,38.9,138.0,39.6
21.316,506.2,2.5,159.5,36.6,148.3,37.1
21.430,509.6,3.0,224.7,30.6,191.2,30.2
21.459,510.0,1.4,240.2,26.4,213.3,25.1
21.478,510.2,1.1,236.6,27.1,207.7,25.7
21.498,510.4,1.0,234.3,27.7,204.3,26.2
21.519,510.6,0.9,232.5,28.2,201.9,26.6
21.553,510.4,-0.6,221.2,29.6,188.7,27.9
21.576,510.2,-0.9,205.4,31.4,179.2,29.7
21.642,510.6,0.6,205.6,31.8,179.7,30.1
21.665,510.8,0.9,209.9,31.4,182.4,29.6
21.698,511.2,1.2,216.6,30.9,186.8,29.1
21.764,511.2,0.0,207.4,31.3,181.4,29.4
21.785,511.0,-1.0,194.5,32.5,174.0,30.7
21.806,510.8,-0.9,186.0,33.3,169.3,31.6
21.827,510.6,-0.9,179.4,33.9,165.7,32.4
21.849,510.4,-0.9,174.2,34.4,162.9,33.0
21.870,510.6,1.0,181.3,34.1,165.8,32.8
21.962,513.0,2.6,224.0,30.5,195.2,28.9
21.982,514.8,9.2,265.9,24.2,280.1,22.4
21.993,515.8,8.8,280.2,19.3,281.0,17.8
22.008,517.4,10.7,302.2,15.3,281.0,13.8
22.045,520.4,8.2,301.5,12.9,281.0,11.7
22.056,521.2,7.1,298.0,13.4,281.0,12.6
22.067,522.0,7.2,296.8,13.9,281.0,13.2
22.081,522.4,3.0,281.9,15.7,281.0,15.2
22.100,522.4,0.0,259.7,19.8,246.6,19.4
22.111,522.4,0.0,251.8,23.2,229.4,22.7
22.131,522.2,-1.0,238.0,25.6,205.0,24.9
22.217,520.2,-2.3,189.3,31.4,168.4,30.6
22.288,519.8,-0.6,163.0,35.6,155.4,34.7
22.310,519.2,-2.7,152.1,36.1,150.7,35.4
22.404,516.4,-3.0,118.9,38.8,137.7,38.5
22.477,515.2,-1.7,110.1,40.3,133.0,40.6
22.501,514.6,-2.5,109.5,40.2,132.2,40.7
22.567,515.0,0.6,140.4,38.2,141.8,38.7
22.612,517.2,4.9,213.1,32.2,176.8,32.2
22.626,518.2,6.8,248.0,26.6,222.2,26.1
22.640,519.2,7.2,262.2,23.3,256.0,22.7
22.654,519.8,4.4,265.2,21.4,263.0,20.8
22.678,521.4,6.5,276.6,19.5,281.0,19.0
22.689,522.4,9.8,293.2,16.3,281.0,16.0
22.703,523.8,9.7,304.3,13.6,281.0,13.0
22.717,524.8,7.2,298.5,13.0,281.0,12.2
22.731,525.8,7.0,296.0,13.9,281.0,13.3
22.746,526.8,6.9,294.8,14.4,281.0,13.7
22.756,527.4,5.7,290.9,14.9,281.0,14.3
22.766,528.0,5.9,289.3,15.5,281.0,15.0
22.783,528.4,2.4,274.4,17.4,281.0,17.1
22.795,528.6,1.7,266.3,19.9,260.7,19.8
22.806,528.8,1.7,260.8,21.4,247.5,21.2
22.818,529.0,1.7,256.5,22.5,238.5,22.2
22.836,529.4,2.3,253.9,23.3,234.5,22.8
22.862,530.0,2.3,251.8,23.9,231.5,23.2
22.883,530.4,1.9,248.9,24.5,226.9,23.6
22.905,530.8,1.8,246.4,25.1,222.9,24.1
22.920,531.0,1.3,243.2,25.7,217.6,24.5
22.951,531.2,0.6,237.2,26.8,207.7,25.5
23.002,531.0,-0.4,222.6,29.3,189.4,27.8
23.022,530.6,-2.0,194.1,31.8,172.5,30.3
23.066,529.0,-3.6,157.0,35.1,154.9,33.8
23.188,525.4,-2.9,111.3,39.5,135.6,39.0
23.252,524.8,-0.9,111.2,40.5,133.0,40.8
23.372,526.0,1.0,169.9,36.0,154.4,36.1
23.409,525.8,-0.5,188.8,33.0,165.1,32.5
23.449,525.4,-1.0,177.4,33.9,160.8,33.3
23.562,524.2,-1.1,162.8,35.3,154.7,34.6
23.587,524.0,-0.8,157.7,36.0,152.2,35.4
23.613,523.8,-0.8,158.0,36.0,152.3,35.4
23.822,523.8,0.0,178.1,34.7,161.6,33.9
23.846,524.0,0.8,192.5,33.1,169.8,32.0
23.870,524.2,0.8,199.3,32.4,173.7,31.2
24.072,525.0,0.4,203.0,32.0,177.3,30.5
24.095,525.2,0.9,207.1,31.7,180.5,30.0
24.163,526.0,1.2,217.5,30.9,187.2,29.1
24.197,526.2,0.6,218.8,30.5,188.6,28.5
24.230,526.4,0.6,216.1,30.7,187.0,28.8
24.263,526.6,0.6,214.4,30.9,186.1,28.9
24.320,527.0,0.7,214.5,30.9,186.2,29.0
24.341,527.2,0.9,216.1,30.8,187.3,28.8
24.363,527.4,0.9,217.7,30.7,188.3,28.7
24.393,528.2,2.7,229.1,29.6,200.0,27.5
24.420,529.6,5.1,245.2,26.6,231.4,24.4
24.437,530.6,6.1,261.9,23.2,268.6,21.2
24.451,532.0,9.6,283.6,19.4,281.0,17.7
24.464,533.0,8.1,292.0,16.0,281.0,14.6
24.475,534.0,9.2,300.0,14.2,281.0,13.0
24.490,535.4,9.2,304.9,12.8,281.0,11.7
24.504,536.4,7.0,298.2,13.0,281.0,12.1
24.517,537.4,7.6,298.1,13.7,281.0,13.0
24.531,538.2,5.8,291.6,14.5,281.0,13.8
24.550,539.6,7.6,296.1,14.7,281.0,14.1
24.563,540.6,7.3,296.2,14.2,281.0,13.5
24.576,541.6,7.6,297.4,14.0,281.0,13.4
24.590,542.4,5.7,290.9,14.6,281.0,14.0
24.610,543.4,5.1,284.9,16.0,281.0,15.6
24.625,543.8,2.6,273.6,17.9,281.0,17.8
24.637,544.0,1.7,265.8,20.1,258.9,20.0
24.655,544.0,0.0,252.0,22.5,228.5,22.2
24.672,544.2,1.2,247.1,24.6,220.6,24.0
24.867,550.2,3.1,254.9,24.0,240.3,23.2
24.882,550.4,1.3,251.6,23.5,232.3,22.6
24.996,549.8,-0.5,219.3,28.2,188.7,27.0
25.015,549.6,-1.0,189.3,32.8,169.8,31.3
25.109,547.2,-2.6,148.8,35.8,150.8,34.8
25.133,546.4,-3.4,118.9,39.1,138.3,38.6
25.248,543.4,-2.6,102.5,40.6,131.4,40.7
25.301,542.8,-1.1,108.3,40.7,131.3,41.3
25.370,541.8,-1.5,119.1,39.5,134.1,40.3
25.398,541.4,-1.4,123.8,39.1,135.5,39.9
25.481,540.2,-1.4,127.1,38.8,136.7,39.5
25.508,540.0,-0.7,133.9,38.3,139.0,39.0
25.535,539.8,-0.8,139.8,37.7,141.1,38.4
25.574,539.6,-0.5,148.0,37.1,144.4,37.6
25.755,539.0,-0.3,165.7,35.7,153.1,35.7
25.779,539.2,0.8,181.4,34.1,161.6,33.7
25.802,539.4,0.9,190.6,33.3,166.5,32.6
25.825,539.6,0.9,197.9,32.6,170.9,31.8
25.848,539.8,0.9,203.5,32.0,174.7,31.0
25.871,540.0,0.9,207.8,31.6,177.9,30.5
25.906,540.2,0.6,209.2,31.4,179.7,30.1
25.929,540.4,0.9,211.6,31.3,181.7,29.8
26.133,541.0,0.3,204.3,31.6,178.8,30.0
26.211,541.4,0.5,204.3,31.9,179.1,30.2
26.247,541.2,-0.6,196.0,32.3,174.5,30.6
26.403,540.4,-0.5,180.3,33.7,165.5,32.2
26.612,541.0,0.3,191.3,33.4,170.3,32.1
26.636,541.2,0.8,202.0,32.2,176.7,30.7
26.662,541.2,0.0,200.6,32.1,176.2,30.5
26.858,542.2,0.5,205.3,31.9,179.5,30.2
26.893,542.0,-0.6,197.3,32.1,175.4,30.4
26.915,542.2,0.9,199.4,32.4,176.3,30.7
26.993,543.2,1.3,215.9,31.2,186.3,29.4
27.015,543.4,0.9,222.2,30.2,190.9,28.3
27.049,543.6,0.6,219.2,30.4,189.2,28.4
27.256,547.0,1.6,231.2,29.2,203.4,27.2
27.276,547.6,3.0,240.0,27.3,218.3,25.3
27.296,548.2,3.0,244.3,26.2,226.3,24.3
27.325,548.4,0.7,238.6,26.5,213.9,24.7
27.343,548.6,1.1,234.9,27.6,207.0,25.8
27.371,549.4,2.9,239.9,27.1,216.7,25.3
27.396,550.2,3.2,245.6,25.7,228.0,24.0
27.412,550.4,1.2,243.4,25.5,222.0,23.8
27.451,551.6,3.1,248.4,25.2,231.9,23.6
27.467,552.2,3.8,254.1,24.0,243.5,22.6
27.499,553.2,3.1,255.5,23.3,244.8,22.1
27.540,554.0,2.0,251.0,23.9,233.2,22.8
27.599,555.0,1.7,244.0,25.4,220.0,24.2
27.801,555.8,0.4,220.8,28.8,190.4,27.2
27.866,556.2,0.6,210.0,31.4,183.0,29.5
28.067,556.8,0.3,203.9,31.7,179.3,29.9
28.096,557.0,0.7,204.5,31.9,179.3,30.2
28.306,557.4,0.2,199.6,32.1,176.4,30.4
28.327,557.6,1.0,201.9,32.2,177.5,30.5
28.359,557.8,0.6,205.5,31.8,179.6,30.1
28.381,557.8,0.0,203.2,31.9,178.4,30.1
28.403,557.8,0.0,200.1,32.1,176.7,30.4
28.435,557.6,-0.6,191.6,32.7,172.0,31.1
28.456,557.8,1.0,195.2,32.8,173.7,31.2
28.477,558.0,1.0,201.7,32.2,177.2,30.6
28.508,557.8,-0.6,194.5,32.4,173.3,30.8
28.607,558.4,0.6,201.3,32.3,177.0,30.7
28.636,558.8,1.4,213.3,31.3,184.3,29.5
28.734,560.2,1.4,225.8,30.0,194.7,28.1
28.753,560.4,1.0,228.0,29.3,198.0,27.2
28.773,560.6,1.0,227.6,29.4,197.3,27.3
28.792,560.8,1.0,227.2,29.5,196.8,27.4
28.820,561.2,1.4,228.3,29.4,198.6,27.2
28.839,561.4,1.1,228.2,29.3,198.3,27.1
28.857,561.6,1.1,227.9,29.3,197.8,27.2
28.876,561.8,1.1,227.6,29.4,197.4,27.3
28.894,562.0,1.1,227.4,29.5,197.1,27.3
28.921,562.4,1.5,228.5,29.3,199.1,27.2
28.940,562.6,1.1,228.5,29.2,198.9,27.1
28.958,562.8,1.1,228.2,29.3,198.4,27.1
28.977,563.0,1.1,227.8,29.3,197.7,27.2
29.006,562.8,-0.7,215.8,30.3,187.2,28.3
29.080,562.4,-0.5,194.7,32.3,174.4,30.5
29.113,562.2,-0.6,182.7,33.6,167.4,32.0
29.136,562.0,-0.9,177.1,34.1,164.3,32.7
29.158,561.8,-0.9,172.6,34.6,161.8,33.2
29.192,561.6,-0.6,170.7,34.8,160.4,33.6
29.256,562.0,0.6,184.9,33.9,166.7,32.7
29.276,562.2,1.0,197.4,32.6,173.2,31.3
29.420,563.0,0.6,205.3,31.9,178.7,30.4
29.439,563.2,1.0,211.9,31.3,183.5,29.6
29.459,563.8,3.1,227.5,30.3,196.1,28.4
29.477,564.0,1.1,227.3,29.5,196.0,27.5
29.505,564.4,1.5,228.4,29.3,198.1,27.3
29.523,565.0,3.3,235.6,28.4,211.0,26.3
29.541,565.2,1.1,233.8,27.8,207.2,25.8
29.561,565.4,1.0,232.3,28.2,204.3,26.2
29.630,565.4,0.0,220.2,29.8,190.0,27.8
29.831,566.0,0.3,204.4,31.6,179.6,29.8
29.852,566.2,0.9,205.5,31.9,179.9,30.1
29.873,566.4,1.0,209.7,31.5,182.4,29.7
29.893,566.6,1.0,214.0,31.1,185.1,29.3
29.922,566.8,0.7,214.2,31.0,185.4,29.1
29.941,567.0,1.0,217.0,30.8,187.3,28.9
30.104,570.4,2.1,234.7,28.7,208.9,26.8
30.122,571.0,3.4,245.3,26.0,227.8,24.2
30.185,572.2,1.9,243.4,25.8,222.3,24.1
30.213,572.6,1.4,240.2,26.4,215.4,24.8
30.231,572.8,1.1,236.8,27.1,209.4,25.5
30.259,573.2,1.5,236.0,27.5,208.3,25.8
30.291,573.8,1.8,236.7,27.5,210.1,25.8
30.309,574.0,1.2,235.3,27.5,207.7,25.8
30.371,574.4,0.6,229.6,28.6,198.5,26.8
30.390,574.6,1.1,226.9,29.6,194.9,27.7
30.408,574.8,1.1,226.9,29.6,195.2,27.6
30.473,575.2,0.6,222.3,30.0,191.1,28.1
30.503,576.0,2.7,229.5,29.5,200.7,27.4
30.532,576.2,0.7,229.1,28.9,199.7,26.8
30.648,578.0,1.5,231.4,28.8,203.5,26.7
30.667,578.2,1.0,231.5,28.4,203.1,26.4
30.687,578.4,1.0,230.4,28.7,201.2,26.7
30.705,578.8,2.1,233.1,28.5,206.1,26.5
30.724,579.0,1.1,231.9,28.3,203.7,26.3
30.743,579.2,1.1,230.8,28.6,201.8,26.6
30.761,579.8,3.2,237.1,28.0,213.2,26.0
30.789,580.6,2.9,241.6,26.7,221.5,24.7
30.828,581.2,1.5,240.2,26.4,217.2,24.6
30.848,581.4,1.0,236.5,27.1,209.9,25.4
30.868,581.6,1.0,234.6,27.7,206.5,26.0
31.071,582.2,0.3,214.4,29.9,186.0,28.1
31.101,582.4,0.7,206.6,31.7,180.8,29.9
31.122,582.6,1.0,210.3,31.4,183.0,29.6
31.152,583.0,1.3,217.5,30.9,187.6,29.0
31.172,583.2,1.0,220.3,30.5,189.6,28.5
31.292,583.8,0.5,213.6,30.8,185.6,28.9
31.312,584.0,1.0,213.2,31.1,185.4,29.2
31.332,584.2,1.0,215.9,30.9,187.0,28.9
31.353,584.4,1.0,217.7,30.7,188.3,28.7
31.375,584.6,0.9,219.1,30.6,189.2,28.5
31.395,584.8,1.0,220.3,30.5,190.0,28.4
31.416,585.0,1.0,221.2,30.4,190.7,28.3
31.436,585.2,1.0,221.8,30.3,191.2,28.2
31.530,585.4,0.2,210.3,31.0,183.9,29.0
31.705,585.4,0.0,195.7,32.4,174.5,30.6
31.727,585.6,0.9,197.3,32.6,174.6,31.1
31.759,585.8,0.6,202.3,32.1,177.4,30.5
31.791,586.2,1.3,211.1,31.5,182.7,29.8
31.997,589.6,1.6,230.4,29.4,201.8,27.6
32.027,590.0,1.3,233.9,28.0,206.7,26.0
32.047,590.2,1.0,231.9,28.3,203.2,26.3
32.180,590.2,0.0,211.7,30.4,184.4,28.5
32.201,590.4,1.0,204.0,32.0,179.3,30.2
32.222,590.6,1.0,208.6,31.6,181.9,29.7
32.274,591.0,0.8,212.1,31.2,184.2,29.3
32.295,591.2,1.0,215.3,30.9,186.3,29.0
32.466,593.8,1.5,228.6,29.6,199.4,27.6
32.485,594.0,1.1,231.0,28.6,202.6,26.5
32.504,594.2,1.1,230.1,28.8,201.0,26.7
32.523,594.4,1.1,229.3,29.0,199.6,26.9
32.541,594.6,1.1,228.8,29.1,198.8,27.1
32.678,596.8,1.6,232.5,28.6,205.1,26.5
32.696,597.0,1.1,232.7,28.1,204.9,26.1
32.715,597.2,1.1,231.5,28.4,202.8,26.5
32.733,597.4,1.1,230.7,28.6,201.4,26.7
32.760,597.8,1.5,231.3,28.7,202.5,26.7
32.778,598.0,1.1,230.6,28.7,201.3,26.7
32.796,598.2,1.1,229.9,28.8,200.2,26.9
32.814,598.4,1.1,229.4,29.0,199.4,27.0
32.861,599.0,1.3,229.5,29.0,199.9,27.0
32.881,599.2,1.0,228.7,29.1,198.7,27.0
32.902,599.4,1.0,228.1,29.3,197.7,27.2
32.931,599.8,1.3,228.6,29.3,198.7,27.2
32.951,600.0,1.0,228.1,29.2,197.9,27.2
33.080,602.0,1.5,231.5,28.8,203.6,26.7
33.116,602.6,1.7,234.0,28.1,207.5,26.1
33.142,603.0,1.5,234.3,27.9,207.6,26.0
33.278,605.4,1.8,236.6,27.6,211.1,25.7
33.294,605.6,1.2,235.9,27.4,209.3,25.6
33.326,605.8,0.6,231.8,28.2,202.2,26.3
33.342,606.0,1.2,230.4,28.8,200.2,26.9
33.359,606.2,1.2,230.1,28.8,199.9,27.0
33.376,606.4,1.2,229.7,28.9,199.5,27.0
33.411,607.0,1.7,231.7,28.7,203.2,26.7
33.447,606.8,-0.5,220.9,29.6,190.1,27.7
33.496,606.8,0.0,207.6,31.3,181.5,29.5
33.516,606.8,0.0,201.8,32.0,178.1,30.2
33.546,606.6,-0.7,192.9,32.6,173.1,30.9
33.567,606.4,-1.0,184.6,33.4,168.5,31.8
33.636,606.8,0.6,193.3,33.1,172.5,31.5
33.655,607.0,1.0,204.1,32.1,178.4,30.5
33.767,609.0,1.8,225.8,30.1,195.8,28.3
33.786,608.8,-1.1,223.1,29.3,191.2,27.3
33.805,609.0,1.1,224.1,30.1,192.0,28.1
33.823,609.2,1.1,224.8,30.1,192.8,28.0
33.898,609.6,0.5,217.9,30.5,188.6,28.4
33.936,609.8,0.5,213.2,31.0,185.5,29.0
33.964,610.0,0.7,213.3,31.1,185.5,29.1
33.982,610.2,1.1,216.6,30.9,187.6,28.9
34.000,610.4,1.1,219.2,30.6,189.3,28.6
34.203,614.2,1.9,233.9,28.8,207.8,26.8
34.218,614.4,1.3,236.9,27.2,211.3,25.3
34.234,614.2,-1.3,228.4,28.3,196.3,26.5
34.269,614.0,-0.6,215.7,30.3,185.6,28.5
34.295,613.8,-0.8,200.7,31.9,176.9,30.1
34.313,614.0,1.1,203.9,32.2,178.7,30.5
34.331,613.8,-1.1,193.5,32.3,173.0,30.7
34.348,614.0,1.2,200.5,32.5,176.7,30.8
34.365,614.4,2.4,214.4,31.6,184.8,29.8
34.379,615.0,4.1,229.2,30.0,198.7,28.2
34.393,615.6,4.5,237.2,28.2,213.5,26.2
34.411,617.0,7.8,258.8,24.9,261.9,22.9
34.421,618.0,9.7,275.1,20.7,281.0,18.9
34.440,619.4,7.5,287.8,17.5,281.0,16.0
34.456,620.8,8.6,298.4,14.9,281.0,13.7
34.468,621.8,8.4,301.0,13.4,281.0,12.4
34.479,622.6,7.4,298.6,13.4,281.0,12.5
34.489,623.4,7.6,298.3,13.7,281.0,12.9
34.500,624.2,7.2,296.9,13.9,281.0,13.1
34.515,625.2,6.6,294.1,14.3,281.0,13.7
34.537,626.6,6.4,292.2,14.9,281.0,14.3
34.549,627.0,3.5,282.5,16.2,281.0,15.8
34.560,627.8,7.2,288.0,16.6,281.0,16.3
34.571,628.8,9.2,297.6,14.9,281.0,14.5
34.581,629.2,3.9,287.1,15.0,281.0,14.5
34.591,630.0,7.5,291.8,15.7,281.0,15.2
34.603,631.0,9.0,299.4,14.3,281.0,13.7
34.616,632.0,7.3,297.4,13.7,281.0,13.0
34.627,632.8,7.6,297.8,13.9,281.0,13.2
34.658,634.8,6.4,292.4,14.5,281.0,13.9
34.675,636.0,7.0,293.4,15.0,281.0,14.5
34.718,638.0,4.7,282.4,16.3,281.0,16.0
34.731,638.6,4.5,277.9,18.0,281.0,18.0
34.744,639.0,3.1,272.1,18.9,275.5,18.9
34.767,639.8,3.5,269.2,20.0,267.2,20.0
34.789,640.6,3.5,266.8,20.6,261.7,20.5
34.895,645.8,4.9,275.2,19.6,279.4,19.6
34.908,646.6,6.3,282.3,17.8,281.0,18.0
34.921,647.4,6.2,285.2,17.0,281.0,17.0
34.933,648.2,6.7,288.4,16.3,281.0,16.2
34.944,649.0,7.3,291.9,15.5,281.0,15.3
34.955,649.8,7.1,293.3,15.0,281.0,14.6
34.966,650.6,7.3,294.8,14.7,281.0,14.2
34.977,651.4,7.3,295.6,14.4,281.0,13.9
34.988,652.2,7.1,295.3,14.4,281.0,13.8
35.013,653.2,4.0,282.5,16.1,281.0,15.7
35.032,653.8,3.2,271.9,18.7,275.9,18.6
35.047,654.0,1.3,261.6,20.7,249.1,20.6
35.064,654.4,2.3,257.8,22.3,241.7,22.0
35.077,654.6,1.6,254.0,23.1,234.0,22.7
35.103,654.4,-0.7,240.5,25.5,209.3,24.8
35.118,654.2,-1.4,228.6,28.3,191.4,27.4
35.133,654.0,-1.3,217.7,29.9,182.7,28.8
35.150,653.8,-1.2,204.7,31.2,176.2,30.1
35.168,653.6,-1.1,194.2,32.3,171.1,31.1
35.187,653.0,-3.2,171.3,33.8,160.1,32.6
35.207,652.2,-4.0,152.2,35.9,151.9,34.9
35.262,649.8,-4.4,110.6,39.2,136.0,38.6
35.285,648.8,-4.3,84.9,42.1,127.1,42.0
35.337,645.6,-6.1,0.0,44.6,0.0,44.6
35.447,637.2,-7.6,0.0,49.5,0.0,49.6
35.498,634.0,-6.3,0.0,52.4,0.0,52.5
35.530,632.6,-4.3,22.5,51.8,104.2,51.9
35.561,632.0,-1.9,22.5,50.4,107.0,50.8
35.619,631.6,-0.7,42.5,47.1,113.8,48.1
35.647,631.8,0.7,82.3,43.4,122.0,44.8
35.852,632.2,0.2,152.7,37.9,145.0,38.7
35.874,632.4,0.9,189.4,33.4,163.4,33.3
35.895,632.6,0.9,197.0,32.7,168.1,32.3
35.917,632.8,0.9,202.9,32.1,172.3,31.5
35.939,633.0,0.9,207.6,31.7,175.9,30.8
36.004,632.6,-0.6,193.6,32.4,170.2,31.4
36.164,630.6,-1.2,161.9,35.0,155.4,34.1
36.186,630.8,0.9,161.7,36.0,154.1,35.3
36.226,631.8,2.5,194.4,33.4,169.4,32.6
36.256,632.6,2.8,224.4,30.5,188.9,29.2
36.274,633.2,3.3,234.8,28.6,205.4,27.1
36.292,633.8,3.3,240.7,27.2,217.0,25.6
36.318,634.6,3.1,244.9,25.9,225.5,24.3
36.334,635.2,3.7,250.9,24.8,237.7,23.2
36.349,635.8,3.9,255.1,23.8,246.2,22.3
36.372,636.6,3.5,257.3,23.0,249.6,21.7
36.400,637.6,3.6,259.8,22.4,253.2,21.4
36.427,638.6,3.7,262.1,21.9,256.7,21.1
36.454,639.6,3.8,263.8,21.5,259.5,20.8
36.466,640.2,4.7,267.4,20.9,267.6,20.4
36.484,641.2,5.6,274.2,19.8,281.0,19.5
36.506,642.6,6.4,281.5,18.1,281.0,17.9
36.516,643.2,5.9,284.6,16.9,281.0,16.7
